,from_city_id,to_city_id,distance
146,7.0,41.0,482.0
147,41.0,7.0,482.0
148,7.0,43.0,534.0
149,43.0,7.0,534.0
150,7.0,49.0,245.0
151,49.0,7.0,245.0
152,8.0,13.0,558.0
153,13.0,8.0,558.0
154,8.0,20.0,136.0
155,20.0,8.0,136.0
156,8.0,27.0,732.0
157,27.0,8.0,732.0
158,8.0,28.0,502.0
159,28.0,8.0,502.0
160,8.0,39.0,173.0
161,39.0,8.0,173.0
162,8.0,41.0,601.0
163,41.0,8.0,601.0
164,8.0,46.0,94.0
165,46.0,8.0,94.0
166,8.0,47.0,538.0
167,47.0,8.0,538.0
168,8.0,48.0,576.0
169,48.0,8.0,576.0
170,9.0,10.0,793.0
171,10.0,9.0,793.0
172,9.0,16.0,121.0
173,16.0,9.0,121.0
174,9.0,18.0,138.0
175,18.0,9.0,138.0
176,9.0,30.0,765.0
177,30.0,9.0,765.0
178,9.0,40.0,134.0
179,40.0,9.0,134.0
180,9.0,42.0,698.0
181,42.0,9.0,698.0
182,9.0,45.0,129.0
183,45.0,9.0,129.0
184,10.0,12.0,109.0
185,12.0,10.0,109.0
186,10.0,16.0,433.0
187,16.0,10.0,433.0
188,10.0,18.0,632.0
189,18.0,10.0,632.0
190,10.0,22.0,864.0
191,22.0,10.0,864.0
192,10.0,25.0,601.0
193,25.0,10.0,601.0
194,10.0,36.0,643.0
195,36.0,10.0,643.0
196,10.0,38.0,162.0
197,38.0,10.0,162.0
198,10.0,40.0,775.0
199,40.0,10.0,775.0
200,10.0,42.0,105.0
201,42.0,10.0,105.0
202,10.0,45.0,521.0
203,45.0,10.0,521.0
204,11.0,13.0,716.0
205,13.0,11.0,716.0
206,11.0,14.0,174.0
207,14.0,11.0,174.0
208,11.0,17.0,534.0
209,17.0,11.0,534.0
210,11.0,29.0,107.0
211,29.0,11.0,107.0
212,11.0,47.0,507.0
213,47.0,11.0,507.0
214,11.0,48.0,556.0
215,48.0,11.0,556.0
216,11.0,50.0,103.0
217,50.0,11.0,103.0
218,12.0,16.0,604.0
219,16.0,12.0,604.0
220,12.0,18.0,735.0
221,18.0,12.0,735.0
222,12.0,25.0,827.0
223,25.0,12.0,827.0
224,12.0,36.0,660.0
225,36.0,12.0,660.0
226,12.0,38.0,131.0
227,38.0,12.0,131.0
228,12.0,42.0,131.0
229,42.0,12.0,131.0
230,12.0,45.0,831.0
231,45.0,12.0,831.0
232,13.0,14.0,665.0
233,14.0,13.0,665.0
234,13.0,28.0,239.0
235,28.0,13.0,239.0
236,13.0,44.0,143.0
237,44.0,13.0,143.0
238,13.0,47.0,194.0
239,47.0,13.0,194.0
240,13.0,48.0,124.0
241,48.0,13.0,124.0
242,14.0,17.0,624.0
243,17.0,14.0,624.0
244,14.0,28.0,506.0
245,28.0,14.0,506.0
246,14.0,29.0,208.0
247,29.0,14.0,208.0
248,14.0,44.0,667.0
249,44.0,14.0,667.0
250,14.0,47.0,411.0
251,47.0,14.0,411.0
252,14.0,48.0,524.0
253,48.0,14.0,524.0
254,14.0,50.0,236.0
255,50.0,14.0,236.0
256,15.0,19.0,99.0
257,19.0,15.0,99.0
258,15.0,24.0,883.0
259,24.0,15.0,883.0
260,15.0,26.0,220.0
261,26.0,15.0,220.0
262,15.0,27.0,820.0
263,27.0,15.0,820.0
264,15.0,32.0,190.0
265,32.0,15.0,190.0
266,15.0,33.0,195.0
267,33.0,15.0,195.0
268,15.0,41.0,545.0
269,41.0,15.0,545.0
270,15.0,43.0,728.0
271,43.0,15.0,728.0
272,15.0,44.0,852.0
273,44.0,15.0,852.0
274,15.0,49.0,112.0
275,49.0,15.0,112.0
276,16.0,18.0,112.0
277,18.0,16.0,112.0
278,16.0,38.0,568.0
279,38.0,16.0,568.0
280,16.0,40.0,181.0
281,40.0,16.0,181.0
282,16.0,42.0,359.0
283,42.0,16.0,359.0
284,16.0,45.0,87.0
285,45.0,16.0,87.0
286,17.0,20.0,542.0
287,20.0,17.0,542.0
288,17.0,22.0,127.0
289,22.0,17.0,127.0
290,17.0,25.0,309.0
291,25.0,17.0,309.0
292,17.0,28.0,790.0
293,28.0,17.0,790.0
294,17.0,29.0,555.0
295,29.0,17.0,555.0
296,17.0,36.0,228.0
297,36.0,17.0,228.0
298,17.0,47.0,797.0
299,47.0,17.0,797.0
300,18.0,38.0,621.0
301,38.0,18.0,621.0
302,18.0,40.0,86.0
303,40.0,18.0,86.0
304,18.0,42.0,484.0
305,42.0,18.0,484.0
306,18.0,45.0,223.0
307,45.0,18.0,223.0
308,19.0,26.0,190.0
309,26.0,19.0,190.0
310,19.0,32.0,171.0
311,32.0,19.0,171.0
312,19.0,33.0,97.0
313,33.0,19.0,97.0
314,19.0,41.0,560.0
315,41.0,19.0,560.0
316,19.0,43.0,687.0
317,43.0,19.0,687.0
318,19.0,49.0,97.0
319,49.0,19.0,97.0
320,20.0,22.0,847.0
321,22.0,20.0,847.0
322,20.0,28.0,579.0
323,28.0,20.0,579.0
324,20.0,36.0,770.0
325,36.0,20.0,770.0
326,20.0,39.0,197.0
327,39.0,20.0,197.0
328,20.0,41.0,539.0
329,41.0,20.0,539.0
330,20.0,46.0,198.0
331,46.0,20.0,198.0
332,20.0,47.0,588.0
333,47.0,20.0,588.0
334,21.0,23.0,601.0
335,23.0,21.0,601.0
336,21.0,30.0,481.0
337,30.0,21.0,481.0
338,21.0,31.0,166.0
339,31.0,21.0,166.0
340,21.0,34.0,591.0
341,34.0,21.0,591.0
342,21.0,35.0,465.0
343,35.0,21.0,465.0
344,21.0,37.0,528.0
345,37.0,21.0,528.0
346,22.0,25.0,179.0
347,25.0,22.0,179.0
348,22.0,29.0,776.0
349,29.0,22.0,776.0
350,22.0,36.0,123.0
351,36.0,22.0,123.0
352,22.0,38.0,727.0
353,38.0,22.0,727.0
354,23.0,24.0,466.0
355,24.0,23.0,466.0
356,23.0,27.0,535.0
357,27.0,23.0,535.0
358,23.0,30.0,92.0
359,30.0,23.0,92.0
360,23.0,31.0,499.0
361,31.0,23.0,499.0
362,23.0,34.0,108.0
363,34.0,23.0,108.0
364,23.0,35.0,195.0
365,35.0,23.0,195.0
366,23.0,37.0,155.0
367,37.0,23.0,155.0
368,23.0,39.0,520.0
369,39.0,23.0,520.0
370,23.0,41.0,583.0
371,41.0,23.0,583.0
372,23.0,43.0,710.0
373,43.0,23.0,710.0
374,24.0,27.0,100.0
375,27.0,24.0,100.0
376,24.0,30.0,657.0
377,30.0,24.0,657.0
378,24.0,33.0,696.0
379,33.0,24.0,696.0
380,24.0,34.0,608.0
381,34.0,24.0,608.0
382,24.0,35.0,507.0
383,35.0,24.0,507.0
384,24.0,37.0,554.0
385,37.0,24.0,554.0
386,24.0,39.0,573.0
387,39.0,24.0,573.0
388,24.0,41.0,216.0
389,41.0,24.0,216.0
390,24.0,43.0,112.0
391,43.0,24.0,112.0
392,24.0,46.0,842.0
393,46.0,24.0,842.0
394,25.0,36.0,161.0
395,36.0,25.0,161.0
396,25.0,38.0,529.0
397,38.0,25.0,529.0
398,25.0,42.0,784.0
399,42.0,25.0,784.0
400,26.0,32.0,312.0
401,32.0,26.0,312.0
402,26.0,33.0,103.0
403,33.0,26.0,103.0
404,26.0,49.0,224.0
405,49.0,26.0,224.0
406,27.0,30.0,723.0
407,30.0,27.0,723.0
408,27.0,33.0,752.0
409,33.0,27.0,752.0
410,27.0,34.0,459.0
411,34.0,27.0,459.0
412,27.0,35.0,633.0
413,35.0,27.0,633.0
414,27.0,37.0,598.0
415,37.0,27.0,598.0
416,27.0,39.0,633.0
417,39.0,27.0,633.0
418,27.0,41.0,93.0
419,41.0,27.0,93.0
420,27.0,43.0,174.0
421,43.0,27.0,174.0
422,27.0,46.0,664.0
423,46.0,27.0,664.0
424,28.0,39.0,709.0
425,39.0,28.0,709.0
426,28.0,44.0,258.0
427,44.0,28.0,258.0
428,28.0,46.0,567.0
429,46.0,28.0,567.0
430,28.0,47.0,94.0
431,47.0,28.0,94.0
432,28.0,48.0,158.0
433,48.0,28.0,158.0
434,29.0,47.0,764.0
435,47.0,29.0,764.0
436,29.0,48.0,578.0
437,48.0,29.0,578.0
438,29.0,50.0,173.0
439,50.0,29.0,173.0
440,30.0,31.0,526.0
441,31.0,30.0,526.0
442,30.0,34.0,223.0
443,34.0,30.0,223.0
444,30.0,35.0,239.0
445,35.0,30.0,239.0
446,30.0,37.0,195.0
447,37.0,30.0,195.0
448,30.0,39.0,534.0
449,39.0,30.0,534.0
450,30.0,41.0,573.0
451,41.0,30.0,573.0
452,31.0,34.0,563.0
453,34.0,31.0,563.0
454,31.0,35.0,662.0
455,35.0,31.0,662.0
456,31.0,37.0,559.0
457,37.0,31.0,559.0
458,31.0,40.0,599.0
459,40.0,31.0,599.0
460,32.0,33.0,368.0
461,33.0,32.0,368.0
462,32.0,44.0,553.0
463,44.0,32.0,553.0
464,32.0,49.0,113.0
465,49.0,32.0,113.0
466,33.0,41.0,700.0
467,41.0,33.0,700.0
468,33.0,43.0,702.0
469,43.0,33.0,702.0
470,33.0,49.0,219.0
471,49.0,33.0,219.0
472,34.0,35.0,302.0
473,35.0,34.0,302.0
474,34.0,37.0,244.0
475,37.0,34.0,244.0
476,34.0,39.0,629.0
477,39.0,34.0,629.0
478,34.0,41.0,488.0
479,41.0,34.0,488.0
480,34.0,43.0,672.0
481,43.0,34.0,672.0
482,34.0,46.0,762.0
483,46.0,34.0,762.0
484,35.0,37.0,143.0
485,37.0,35.0,143.0
486,35.0,41.0,659.0
487,41.0,35.0,659.0
488,36.0,38.0,643.0
489,38.0,36.0,643.0
490,36.0,42.0,595.0
491,42.0,36.0,595.0
492,36.0,45.0,575.0
493,45.0,36.0,575.0
494,37.0,41.0,646.0
495,41.0,37.0,646.0
496,37.0,43.0,608.0
497,43.0,37.0,608.0
498,38.0,42.0,194.0
499,42.0,38.0,194.0
500,38.0,45.0,687.0
501,45.0,38.0,687.0
502,39.0,41.0,590.0
503,41.0,39.0,590.0
504,39.0,46.0,134.0
505,46.0,39.0,134.0
506,40.0,42.0,462.0
507,42.0,40.0,462.0
508,40.0,45.0,211.0
509,45.0,40.0,211.0
510,41.0,43.0,287.0
511,43.0,41.0,287.0
512,41.0,46.0,547.0
513,46.0,41.0,547.0
514,41.0,49.0,871.0
515,49.0,41.0,871.0
516,42.0,45.0,471.0
517,45.0,42.0,471.0
518,44.0,47.0,231.0
519,47.0,44.0,231.0
520,44.0,48.0,245.0
521,48.0,44.0,245.0
522,44.0,49.0,563.0
523,49.0,44.0,563.0
524,46.0,47.0,643.0
525,47.0,46.0,643.0
526,47.0,48.0,115.0
527,48.0,47.0,115.0
528,47.0,50.0,778.0
529,50.0,47.0,778.0
530,48.0,50.0,723.0
531,50.0,48.0,723.0
