,from_city_id,to_city_id,distance
177,21.0,17.0,333.0
178,17.0,26.0,308.0
179,26.0,17.0,308.0
180,17.0,31.0,353.0
181,31.0,17.0,353.0
182,17.0,32.0,190.0
183,32.0,17.0,190.0
184,17.0,43.0,219.0
185,43.0,17.0,219.0
186,18.0,35.0,337.0
187,35.0,18.0,337.0
188,18.0,37.0,204.0
189,37.0,18.0,204.0
190,18.0,40.0,135.0
191,40.0,18.0,135.0
192,18.0,46.0,184.0
193,46.0,18.0,184.0
194,18.0,49.0,351.0
195,49.0,18.0,351.0
196,18.0,50.0,279.0
197,50.0,18.0,279.0
198,19.0,20.0,287.0
199,20.0,19.0,287.0
200,19.0,31.0,188.0
201,31.0,19.0,188.0
202,19.0,32.0,430.0
203,32.0,19.0,430.0
204,20.0,31.0,157.0
205,31.0,20.0,157.0
206,20.0,39.0,301.0
207,39.0,20.0,301.0
208,20.0,44.0,366.0
209,44.0,20.0,366.0
210,20.0,45.0,420.0
211,45.0,20.0,420.0
212,21.0,26.0,341.0
213,26.0,21.0,341.0
214,21.0,32.0,316.0
215,32.0,21.0,316.0
216,21.0,34.0,285.0
217,34.0,21.0,285.0
218,21.0,43.0,282.0
219,43.0,21.0,282.0
220,22.0,25.0,505.0
221,25.0,22.0,505.0
222,22.0,26.0,459.0
223,26.0,22.0,459.0
224,22.0,36.0,460.0
225,36.0,22.0,460.0
226,22.0,38.0,221.0
227,38.0,22.0,221.0
228,23.0,42.0,375.0
229,42.0,23.0,375.0
230,24.0,27.0,199.0
231,27.0,24.0,199.0
232,24.0,29.0,162.0
233,29.0,24.0,162.0
234,24.0,46.0,436.0
235,46.0,24.0,436.0
236,24.0,49.0,274.0
237,49.0,24.0,274.0
238,25.0,42.0,232.0
239,42.0,25.0,232.0
240,25.0,48.0,161.0
241,48.0,25.0,161.0
242,26.0,36.0,334.0
243,36.0,26.0,334.0
244,26.0,38.0,439.0
245,38.0,26.0,439.0
246,26.0,43.0,207.0
247,43.0,26.0,207.0
248,27.0,29.0,283.0
249,29.0,27.0,283.0
250,27.0,49.0,405.0
251,49.0,27.0,405.0
252,28.0,29.0,398.0
253,29.0,28.0,398.0
254,28.0,36.0,290.0
255,36.0,28.0,290.0
256,28.0,41.0,176.0
257,41.0,28.0,176.0
258,29.0,49.0,304.0
259,49.0,29.0,304.0
260,31.0,44.0,357.0
261,44.0,31.0,357.0
262,32.0,34.0,361.0
263,34.0,32.0,361.0
264,32.0,43.0,282.0
265,43.0,32.0,282.0
266,33.0,35.0,358.0
267,35.0,33.0,358.0
268,33.0,46.0,323.0
269,46.0,33.0,323.0
270,33.0,49.0,343.0
271,49.0,33.0,343.0
272,33.0,50.0,190.0
273,50.0,33.0,190.0
274,35.0,40.0,477.0
275,40.0,35.0,477.0
276,35.0,46.0,327.0
277,46.0,35.0,327.0
278,35.0,50.0,225.0
279,50.0,35.0,225.0
280,36.0,38.0,173.0
281,38.0,36.0,173.0
282,36.0,41.0,239.0
283,41.0,36.0,239.0
284,36.0,43.0,330.0
285,43.0,36.0,330.0
286,37.0,40.0,130.0
287,40.0,37.0,130.0
288,37.0,46.0,353.0
289,46.0,37.0,353.0
290,37.0,49.0,434.0
291,49.0,37.0,434.0
292,38.0,41.0,297.0
293,41.0,38.0,297.0
294,39.0,45.0,144.0
295,45.0,39.0,144.0
296,39.0,47.0,449.0
297,47.0,39.0,449.0
298,40.0,46.0,302.0
299,46.0,40.0,302.0
300,40.0,50.0,443.0
301,50.0,40.0,443.0
302,42.0,48.0,332.0
303,48.0,42.0,332.0
304,44.0,48.0,421.0
305,48.0,44.0,421.0
306,45.0,47.0,444.0
307,47.0,45.0,444.0
308,46.0,49.0,251.0
309,49.0,46.0,251.0
310,46.0,50.0,163.0
311,50.0,46.0,163.0
312,49.0,50.0,285.0
313,50.0,49.0,285.0
